60.3,60.1,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.1,59.1,58.9,58.9,58.8,58.8,58.7,58.4,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,44.88984375,60.1,44.88984375,59.2,44.88984375,44.88984375,59.2,44.88984375,59.2,44.88984375,59.2,59.2,59.1,44.88984375,58.9,44.88984375,58.8,58.8,58.7,44.88984375,44.88984375,56.6,56.6,44.88984375,56.6,56.6,44.88984375,56.6,44.88984375,56.6,56.6,56.6
56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,23.1,19.1,20.1,23.8,32.4,43.2,37.7,31.1,29.2,31.3,34.2,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,56.6,56.6,56.6,56.6,44.88984375,56.6,56.6,44.88984375,56.6,23.1,44.88984375,44.88984375,44.88984375,44.88984375,43.2,44.88984375,31.1,44.88984375,44.88984375,34.2,44.88984375,44.88984375,44.88984375,44.88984375,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4
31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.3,31.2,31.1,31.1,30.9,30.8,30.7,30.5,30.4,30.3,30.2,30.1,30.0,29.9,29.8,29.8,29.5,29.4,29.3,29.3,29.2,29.2,31.4,31.4,31.4,31.4,44.88984375,44.88984375,44.88984375,31.4,44.88984375,31.4,44.88984375,44.88984375,31.1,44.88984375,44.88984375,30.8,44.88984375,30.5,30.4,44.88984375,30.2,44.88984375,30.0,29.9,29.8,29.8,29.5,29.4,44.88984375,29.3,29.2,44.88984375
28.9,28.8,28.7,28.6,28.5,28.5,28.5,29.4,30.3,31.2,32.3,33.7,35.7,37.7,39.1,40.1,40.0,39.5,38.6,38.2,38.2,38.2,38.2,38.0,37.7,37.5,37.3,37.1,36.9,36.8,36.6,36.4,28.9,28.8,44.88984375,28.6,44.88984375,44.88984375,44.88984375,44.88984375,30.3,31.2,32.3,33.7,44.88984375,37.7,44.88984375,40.1,40.0,39.5,38.6,38.2,44.88984375,38.2,38.2,44.88984375,44.88984375,37.5,37.3,44.88984375,36.9,44.88984375,44.88984375,36.4
36.2,35.9,39.1,38.6,39.0,40.1,42.6,45.1,47.2,49.7,55.4,60.5,65.2,69.1,72.6,75.4,77.8,79.4,80.4,80.9,81.1,80.7,80.2,79.6,79.1,78.8,78.5,78.4,78.4,78.4,78.5,78.7,36.2,35.9,44.88984375,44.88984375,44.88984375,44.88984375,42.6,45.1,47.2,49.7,55.4,44.88984375,65.2,69.1,44.88984375,75.4,44.88984375,79.4,44.88984375,44.88984375,81.1,44.88984375,44.88984375,79.6,44.88984375,78.8,78.5,78.4,78.4,78.4,44.88984375,78.7
78.8,79.1,79.1,79.3,79.3,79.4,79.1,77.2,77.1,77.4,77.8,77.9,78.1,78.4,78.4,78.7,78.7,78.8,78.7,78.7,78.8,78.7,78.7,78.7,78.5,78.5,78.5,78.4,78.4,78.2,78.2,78.1,78.8,44.88984375,79.1,79.3,44.88984375,44.88984375,79.1,77.2,77.1,44.88984375,77.8,44.88984375,44.88984375,44.88984375,44.88984375,78.7,44.88984375,44.88984375,78.7,78.7,78.8,78.7,44.88984375,78.7,78.5,44.88984375,78.5,78.4,78.4,44.88984375,78.2,78.1
77.9,77.9,77.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,44.88984375,44.88984375,44.88984375,68.9,68.9,44.88984375,44.88984375,68.9,68.9,68.9,44.88984375,44.88984375,68.9,68.9,68.9,68.9,68.9,44.88984375,68.9,68.9,68.9,44.88984375,68.9,68.9,68.9,44.88984375,68.9,44.88984375,44.88984375,68.9,44.88984375,68.9
68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,44.88984375,44.88984375,44.88984375,44.88984375,68.9,44.88984375,44.88984375,44.88984375,44.88984375,68.9,68.9,68.9,44.88984375,68.9,68.9,68.9,68.9,68.9,44.88984375,68.9,68.9,44.88984375,68.9,68.9,68.9,68.9,68.9,68.9,44.88984375,68.9,44.88984375,68.9
68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.7,68.6,68.5,68.2,68.2,68.1,68.1,67.8,67.7,67.6,67.5,67.5,67.3,67.1,67.1,67.1,66.7,22.4,20.7,25.1,47.2,59.6,68.9,68.9,68.9,68.9,44.88984375,68.9,44.88984375,44.88984375,68.9,44.88984375,68.7,68.6,68.5,44.88984375,68.2,68.1,44.88984375,67.8,67.7,44.88984375,44.88984375,44.88984375,44.88984375,44.88984375,67.1,67.1,66.7,22.4,20.7,25.1,44.88984375,44.88984375
57.5,47.7,41.4,42.9,43.7,44.1,44.4,44.5,44.6,44.7,44.8,44.9,44.9,45.1,44.9,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,44.9,44.9,44.9,44.8,44.8,44.8,44.7,44.7,44.7,57.5,44.88984375,41.4,44.88984375,43.7,44.1,44.4,44.5,44.88984375,44.7,44.88984375,44.88984375,44.88984375,45.1,44.9,45.1,45.1,45.1,44.88984375,44.88984375,44.88984375,45.1,45.1,44.88984375,44.9,44.9,44.8,44.88984375,44.88984375,44.7,44.7,44.88984375
44.6,44.6,44.5,44.5,44.5,44.4,44.4,44.3,44.3,44.2,44.2,44.2,44.1,44.1,44.0,43.9,43.9,43.8,43.8,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.3,43.3,43.3,43.2,43.2,43.2,44.88984375,44.6,44.88984375,44.5,44.88984375,44.4,44.88984375,44.3,44.88984375,44.88984375,44.2,44.2,44.1,44.88984375,44.88984375,44.88984375,44.88984375,43.8,43.8,43.5,43.5,44.88984375,43.5,43.5,44.88984375,43.5,43.3,43.3,44.88984375,43.2,43.2,43.2
43.1,43.1,43.0,42.9,42.9,42.9,42.8,42.9,42.7,42.8,42.7,42.7,42.6,42.6,42.5,42.6,42.5,42.5,42.4,42.4,42.3,42.2,42.3,42.0,42.0,41.9,41.9,41.9,41.8,41.8,41.8,41.7,43.1,43.1,43.0,44.88984375,42.9,44.88984375,42.8,44.88984375,42.7,44.88984375,42.7,44.88984375,44.88984375,42.6,42.5,42.6,44.88984375,42.5,42.4,44.88984375,42.3,44.88984375,42.3,42.0,44.88984375,41.9,44.88984375,44.88984375,41.8,41.8,44.88984375,41.7
41.7,40.6,23.1,22.5,24.9,30.4,31.2,28.6,27.7,28.0,28.7,29.0,28.8,28.6,28.5,28.6,28.6,28.6,28.6,28.5,28.5,28.5,28.3,28.2,28.2,28.1,28.1,28.0,27.9,27.7,27.7,27.6,41.7,40.6,44.88984375,44.88984375,44.88984375,44.88984375,31.2,28.6,44.88984375,44.88984375,28.7,29.0,28.8,28.6,28.5,28.6,28.6,28.6,44.88984375,28.5,44.88984375,44.88984375,28.3,28.2,28.2,44.88984375,44.88984375,44.88984375,27.9,27.7,27.7,44.88984375
27.6,27.6,27.5,27.5,27.4,27.4,27.4,27.3,27.1,27.1,27.0,26.9,26.9,26.8,26.7,26.7,26.7,26.5,26.5,26.5,26.5,26.4,26.3,26.3,26.2,26.2,26.2,26.1,26.0,26.0,25.8,25.8,27.6,27.6,27.5,27.5,27.4,27.4,27.4,27.3,44.88984375,27.1,27.0,26.9,44.88984375,26.8,44.88984375,44.88984375,26.7,26.5,26.5,44.88984375,44.88984375,44.88984375,26.3,26.3,26.2,44.88984375,44.88984375,44.88984375,44.88984375,44.88984375,25.8,44.88984375
25.8,25.7,25.7,25.7,25.6,25.6,25.5,25.5,25.5,25.5,25.4,25.4,25.2,25.2,25.2,25.1,25.1,25.0,25.0,25.0,24.9,24.9,24.8,24.8,24.8,24.4,24.4,24.4,24.4,24.4,24.4,24.4,44.88984375,25.7,25.7,25.7,44.88984375,44.88984375,44.88984375,25.5,25.5,44.88984375,25.4,25.4,25.2,25.2,25.2,44.88984375,25.1,44.88984375,44.88984375,25.0,24.9,24.9,24.8,24.8,24.8,24.4,44.88984375,44.88984375,44.88984375,44.88984375,24.4,44.88984375
24.4,24.4,24.4,24.4,24.4,24.3,24.3,24.3,24.3,24.2,24.2,24.0,23.9,23.9,23.9,23.9,23.9,23.9,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.7,23.7,23.7,23.7,23.7,23.7,23.7,44.88984375,44.88984375,24.4,24.4,24.4,24.3,24.3,44.88984375,24.3,44.88984375,44.88984375,44.88984375,44.88984375,44.88984375,23.9,23.9,23.9,44.88984375,23.8,23.8,44.88984375,23.8,23.8,23.8,44.88984375,23.7,23.7,23.7,44.88984375,23.7,44.88984375,23.7
23.7,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.5,23.5,23.3,23.3,23.3,23.3,23.2,23.2,23.2,23.2,23.2,23.1,23.1,23.1,23.1,23.1,23.0,23.0,23.0,23.0,23.0,22.9,22.9,22.9,44.88984375,23.6,23.6,44.88984375,44.88984375,44.88984375,44.88984375,44.88984375,23.5,23.5,44.88984375,23.3,23.3,44.88984375,23.2,44.88984375,23.2,23.2,23.2,23.1,23.1,23.1,23.1,23.1,23.0,44.88984375,23.0,44.88984375,44.88984375,44.88984375,22.9,22.9
22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.5,22.5,22.5,22.5,22.5,22.9,22.9,44.88984375,22.9,22.9,44.88984375,22.9,44.88984375,22.7,44.88984375,22.7,44.88984375,22.7,44.88984375,22.7,22.7,22.7,44.88984375,44.88984375,22.6,22.6,22.6,22.6,44.88984375,44.88984375,22.6,44.88984375,22.5,22.5,44.88984375,44.88984375,22.5
22.5,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.3,22.3,22.3,22.3,22.3,22.1,22.1,22.1,22.1,22.1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,44.88984375,44.88984375,22.4,22.4,44.88984375,22.4,22.4,22.4,44.88984375,22.4,22.4,44.88984375,22.3,44.88984375,22.3,22.3,22.3,44.88984375,44.88984375,22.1,44.88984375,44.88984375,44.88984375,22.0,22.0,22.0,22.0,22.0,44.88984375,44.88984375,22.0,22.0
22.0,22.0,22.0,22.0,22.0,22.0,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.8,21.8,21.8,21.8,21.8,44.88984375,22.0,44.88984375,22.0,44.88984375,22.0,44.88984375,21.9,21.9,44.88984375,44.88984375,21.9,21.9,21.9,21.9,21.9,44.88984375,21.9,21.9,21.9,21.9,21.9,44.88984375,44.88984375,44.88984375,21.9,21.9,44.88984375,21.8,44.88984375,21.8,44.88984375
21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.8,44.88984375,21.8,21.8,21.8,21.8,44.88984375,44.88984375,44.88984375,21.8,44.88984375,21.8,21.8,21.7,21.7,44.88984375,44.88984375,21.7,44.88984375,44.88984375,44.88984375,44.88984375,21.7,21.7,21.7,21.7,44.88984375,21.7,21.7,21.7,21.7,44.88984375
21.7,21.7,21.7,21.7,21.7,21.7,21.5,21.5,21.7,21.7,22.0,23.0,23.7,25.2,27.5,28.8,30.0,31.1,32.0,33.1,34.6,36.4,40.0,44.0,48.1,51.0,53.1,54.8,56.1,57.2,57.8,58.1,44.88984375,21.7,21.7,21.7,44.88984375,21.7,21.5,44.88984375,44.88984375,21.7,44.88984375,44.88984375,23.7,25.2,27.5,44.88984375,44.88984375,44.88984375,32.0,33.1,34.6,36.4,44.88984375,44.88984375,48.1,51.0,44.88984375,54.8,56.1,57.2,44.88984375,58.1
