0.39,0.33,0.27,0.29,0.29,0.29,0.28,0.31,0.33,0.48,0.47,0.47,0.48,0.42,0.34,0.36,0.3,0.32,0.3,0.39,0.36,0.39,0.37,0.3,0.3,0.26,0.27,0.27,0.29,0.28,0.26,0.27,0.459375,0.33,0.459375,0.459375,0.29,0.459375,0.459375,0.31,0.459375,0.48,0.459375,0.47,0.48,0.42,0.34,0.36,0.459375,0.459375,0.3,0.459375,0.36,0.39,0.37,0.3,0.459375,0.26,0.27,0.459375,0.29,0.28,0.459375,0.27
0.29,0.29,0.3,0.26,2.35,0.65,0.32,0.35,0.42,0.35,0.33,0.33,0.32,0.31,0.31,0.3,0.32,0.31,0.26,0.29,0.28,0.27,0.27,0.26,0.28,1.57,4.19,0.41,0.38,0.29,0.34,0.3,0.459375,0.459375,0.3,0.459375,2.35,0.65,0.32,0.459375,0.42,0.459375,0.33,0.33,0.32,0.31,0.459375,0.3,0.459375,0.31,0.459375,0.459375,0.459375,0.459375,0.27,0.26,0.28,1.57,4.19,0.41,0.459375,0.29,0.34,0.459375
0.27,0.26,0.47,0.3,0.3,0.69,0.73,0.37,0.31,0.31,0.29,0.29,0.32,0.29,0.32,0.36,0.38,2.54,0.52,0.37,0.31,0.26,0.31,0.36,0.32,0.3,0.37,0.56,0.45,0.42,0.52,0.41,0.27,0.26,0.47,0.3,0.3,0.459375,0.459375,0.459375,0.459375,0.459375,0.29,0.29,0.459375,0.29,0.459375,0.36,0.38,0.459375,0.459375,0.37,0.31,0.459375,0.459375,0.459375,0.32,0.3,0.37,0.56,0.45,0.42,0.459375,0.41
0.3,0.3,0.3,0.29,0.3,0.27,0.4,0.31,0.26,0.28,0.27,0.39,0.41,0.39,0.41,0.38,0.37,0.48,0.5,0.41,0.5,0.47,0.43,0.44,0.35,0.31,0.3,0.3,0.31,0.3,0.32,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.459375,0.459375,0.26,0.28,0.27,0.39,0.459375,0.39,0.41,0.459375,0.37,0.459375,0.459375,0.459375,0.5,0.459375,0.43,0.459375,0.459375,0.31,0.3,0.459375,0.459375,0.459375,0.32,0.33
0.27,0.43,0.36,0.35,0.38,0.35,0.34,0.37,0.38,0.7,0.44,0.5,0.7,0.63,0.62,0.41,0.31,0.29,0.28,0.3,0.3,0.3,0.37,0.29,0.34,0.36,0.34,1.26,0.59,0.24,0.28,0.33,0.27,0.459375,0.459375,0.35,0.459375,0.35,0.34,0.459375,0.38,0.7,0.44,0.5,0.7,0.459375,0.62,0.459375,0.31,0.459375,0.28,0.459375,0.459375,0.459375,0.37,0.29,0.34,0.36,0.459375,0.459375,0.59,0.24,0.28,0.459375
0.32,0.5,0.48,0.51,0.46,0.45,0.43,0.52,0.35,0.31,0.27,0.3,0.31,0.29,0.28,0.36,0.33,0.44,0.42,0.67,0.43,0.52,0.35,0.45,0.38,0.32,0.3,0.36,0.33,0.46,0.36,0.32,0.459375,0.5,0.459375,0.51,0.46,0.459375,0.459375,0.52,0.459375,0.459375,0.459375,0.3,0.459375,0.29,0.28,0.36,0.33,0.459375,0.42,0.67,0.43,0.52,0.459375,0.45,0.459375,0.32,0.459375,0.36,0.33,0.459375,0.36,0.32
0.31,0.28,0.3,0.33,0.32,0.3,0.31,0.29,0.39,0.38,0.34,0.34,0.32,0.3,0.28,0.26,0.3,0.26,0.38,0.35,0.46,0.44,0.4,0.37,0.33,0.29,0.27,0.3,0.31,0.28,0.28,0.26,0.31,0.459375,0.3,0.33,0.459375,0.3,0.459375,0.459375,0.39,0.459375,0.34,0.459375,0.459375,0.3,0.28,0.459375,0.459375,0.26,0.459375,0.35,0.459375,0.44,0.4,0.37,0.33,0.29,0.27,0.3,0.31,0.28,0.459375,0.459375
0.38,0.37,0.32,0.29,0.32,0.35,0.3,0.34,2.0,4.79,0.62,2.15,1.51,3.05,0.39,0.41,0.33,0.27,0.26,0.28,0.41,0.28,0.3,0.37,0.26,0.36,0.35,0.4,0.4,0.35,0.35,0.42,0.38,0.459375,0.459375,0.29,0.32,0.35,0.3,0.34,0.459375,0.459375,0.62,2.15,0.459375,3.05,0.459375,0.459375,0.33,0.27,0.459375,0.28,0.459375,0.459375,0.3,0.459375,0.26,0.36,0.35,0.4,0.4,0.35,0.459375,0.459375
0.36,0.31,0.38,0.54,0.51,0.46,0.36,0.31,0.3,0.27,0.28,0.31,0.3,0.28,0.31,0.34,0.28,1.11,1.62,0.93,0.36,0.27,0.34,0.5,0.35,0.4,0.48,0.46,0.45,0.5,0.48,0.41,0.459375,0.31,0.38,0.54,0.459375,0.459375,0.36,0.31,0.459375,0.27,0.459375,0.31,0.459375,0.459375,0.31,0.34,0.28,0.459375,0.459375,0.93,0.459375,0.27,0.34,0.5,0.459375,0.4,0.459375,0.459375,0.45,0.5,0.48,0.41
0.33,0.28,0.29,0.3,0.31,0.28,0.4,0.29,0.27,0.33,0.36,1.82,0.37,0.29,0.33,0.39,0.34,0.43,0.39,0.37,0.44,0.43,0.54,0.4,0.32,0.3,0.38,0.31,0.3,0.29,0.38,0.28,0.33,0.28,0.29,0.459375,0.31,0.459375,0.459375,0.29,0.459375,0.33,0.36,1.82,0.37,0.459375,0.33,0.39,0.34,0.43,0.459375,0.459375,0.459375,0.43,0.459375,0.459375,0.32,0.459375,0.459375,0.31,0.459375,0.29,0.38,0.28
